id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam
2735206459,AttemptSaved,9817,837847,Giorgi Chakvetadze,87.31911764680001,46.312866238400005,4,,True,True,93.4,42.119375,32.9325,1.2199999940000001,0.011803455650806427,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 1.282407407407408, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Giorgi,Chakvetadze,Giorgi Chakvetadze,#d99f00,4519614,,
2735207249,AttemptSaved,9817,94550,Moussa Sissoko,86.6749999996,46.8033120985,4,,True,True,89.2,45.3319745182,35.220000000000006,1.2199999940000001,0.008912049233913422,0.0,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.6772486772486757, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Moussa,Sissoko,Moussa Sissoko,#d99f00,4519614,,
2735209543,AttemptSaved,8346,570760,Reece Burke,93.0,22.878216564699997,6,,False,True,103.6724137932,32.3225,31.559999999999995,1.0145263108,0.03281158581376076,0.3666372299194336,RightFoot,SetPiece,FirstHalf,False,"{'x': 1.6455026455026467, 'y': 0.2683932039153439, 'zoomRatio': 1}",False,True,Reece,Burke,Reece Burke,#FA4616,4519614,Luton Town,
2735214339,AttemptSaved,8346,877567,Thomas Holmes,92.3,32.551249999999996,11,,True,True,100.732758621,34.68625,35.75375,1.2199999940000001,0.056424979120492935,0.0,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.5360449735449745, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Thomas,Holmes,Thomas Holmes,#FA4616,4519614,Luton Town,
2735214379,Goal,8346,259301,Jordan Clark,100.8275862072,33.695,11,,False,True,,,36.821250000000006,0.4879999976,0.3542165756225586,0.942743182182312,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.2536375661375645, 'y': 0.12910052846560846, 'zoomRatio': 1}",False,True,Jordan,Clark,Jordan Clark,#FA4616,4519614,Luton Town,
2735224305,Miss,8346,751066,Tahith Chong,87.85588235280001,35.143750000000004,20,,False,False,,,37.12625,5.5492413888000005,0.052203141152858734,0.0,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.6184616006213198, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",False,False,Tahith,Chong,Tahith Chong,#FA4616,4519614,Luton Town,
2735228023,AttemptSaved,8346,992060,Tom Krauss,78.4305825256,31.254999999999995,25,,True,True,90.6,32.6275,34.4575,1.2199999940000001,0.03027680516242981,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.8789682539682532, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Tom,Krauss,Tom Krauss,#FA4616,4519614,Luton Town,
2735241539,AttemptSaved,8346,751066,Tahith Chong,79.21893204,43.650445855,41,,True,True,82.1470873792,42.928749999999994,36.5925,1.2199999940000001,0.01914907433092594,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.31415343915343885, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Tahith,Chong,Tahith Chong,#FA4616,4519614,Luton Town,
2735244485,Miss,9817,837847,Giorgi Chakvetadze,87.31911764680001,25.880625000000002,44,,False,False,,,28.370952380000002,4.2197241432000006,0.07873723655939102,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.9034394015917364, 'y': 0.6772486772486772, 'zoomRatio': 0.6066747287557619}",False,False,Giorgi,Chakvetadze,Giorgi Chakvetadze,#d99f00,4519614,,
2735249207,AttemptSaved,8346,751066,Tahith Chong,87.1044117644,42.1771875,45,3.0,True,True,89.2,41.3678125,33.084999999999994,1.2199999940000001,0.019117679446935654,0.0,LeftFoot,FromCorner,FirstHalf,False,"{'x': 1.2420634920634936, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Tahith,Chong,Tahith Chong,#FA4616,4519614,Luton Town,
