id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam
2735250115,AttemptSaved,8346,1109477,Mark McGuinness,94.5789473669,33.00875,45,4.0,True,True,96.1228070165,33.61875,36.8975,1.2199999940000001,0.026689914986491203,0.0,Header,FromCorner,FirstHalf,False,"{'x': 0.23346560846560827, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Mark,McGuinness,Mark McGuinness,#FA4616,4519614,Luton Town,
2735264771,Goal,8346,562725,Carlton Morris,101.8706896554,37.78,47,,False,True,,,36.97375,1.3805263090000002,0.24664941430091858,0.4391029477119446,Header,FromCorner,SecondHalf,False,"{'x': 0.21329365079365015, 'y': 0.3652186002645503, 'zoomRatio': 1}",False,True,Carlton,Morris,Carlton Morris,#FA4616,4519614,Luton Town,
2735274349,AttemptSaved,9817,872963,Tom Dele-Bashiru,83.38592233039999,39.96523809599999,55,,False,True,102.72413793119999,34.838750000000005,32.0175,1.0979999946,0.06494366377592087,0.11697640269994736,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.5244708994709, 'y': 0.29047618904761907, 'zoomRatio': 1}",False,False,Tom,Dele-Bashiru,Tom Dele-Bashiru,#d99f00,4519614,,
2735278595,AttemptSaved,9817,837847,Giorgi Chakvetadze,96.50877192889999,42.9865625,59,,True,True,98.7280701752,41.483437499999994,36.21125,1.2199999940000001,0.05373994633555412,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.41501322751322767, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Giorgi,Chakvetadze,Giorgi Chakvetadze,#d99f00,4519614,,
2735280991,AttemptSaved,9817,1097753,Kwadwo Baah,91.5,20.9864968186,62,,True,True,93.0,22.597961787499997,36.2875,1.2199999940000001,0.023277979344129562,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.39484126984126955, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Kwadwo,Baah,Kwadwo Baah,#d99f00,4519614,,
2735286489,AttemptSaved,8346,802245,Jacob Brown,96.7017543851,45.752356684000006,69,,True,True,97.6666666661,44.5612738809,34.99125,1.2199999940000001,0.05160325765609741,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.73776455026455, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Jacob,Brown,Jacob Brown,#FA4616,4519614,Luton Town,
2735288487,AttemptSaved,9817,1253827,Daniel Jebbison,94.675438595,29.799761903000004,72,,True,True,97.6666666661,30.72125,34.4575,1.2199999940000001,0.14118190109729767,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.8789682539682532, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Daniel,Jebbison,Daniel Jebbison,#d99f00,4519614,,
2735291401,Miss,9817,1060654,Festy Ebosele,85.17205882280001,46.6631847099,75,,False,False,,,32.9325,6.027172424800001,0.027453847229480743,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.1199506023733765, 'y': 0.6772486772486772, 'zoomRatio': 0.42474311660080777}",False,False,Festy,Ebosele,Festy Ebosele,#d99f00,4519614,,
2735296397,AttemptSaved,9817,1430830,Ryan Andrews,86.99705882319999,30.316,79,,True,True,88.7,30.568749999999998,34.533750000000005,1.2199999940000001,0.042388129979372025,0.0,RightFoot,ThrowInSetPiece,SecondHalf,False,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Ryan,Andrews,Ryan Andrews,#d99f00,4519614,,
2735301403,AttemptSaved,8346,873237,Elijah Adebayo,97.1842105256,22.738089176099997,84,,False,True,99.50000000040001,25.880625000000002,32.24625,0.5265263132,0.27192047238349915,0.3187873661518097,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.4639550264550256, 'y': 0.13929267544973545, 'zoomRatio': 1}",False,True,Elijah,Adebayo,Elijah Adebayo,#FA4616,4519614,Luton Town,
2735305383,Miss,8346,802245,Jacob Brown,96.3157894727,29.967857141,87,,False,False,,,41.057857143,5.305931043199999,0.05182795971632004,0.0,Header,FromCorner,SecondHalf,False,"{'x': 0.09913559460356036, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",False,True,Jacob,Brown,Jacob Brown,#FA4616,4519614,Luton Town,
2735310425,Goal,8346,802245,Jacob Brown,92.0,41.3678125,90,1.0,False,True,,,36.821250000000006,0.4879999976,0.09166127443313599,0.5291973948478699,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.2536375661375645, 'y': 0.12910052846560846, 'zoomRatio': 1}",False,True,Jacob,Brown,Jacob Brown,#FA4616,4519614,Luton Town,
