level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
767,768,378.0,47.0,31.0,95,77.385,37.06,47.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '83.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.1'}]","[91, 120, 29, 139, 36, 37, 217, 218]",True,403161.0,87.57000000000001,39.508,,,,,,,,,,,47.516666666666666,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,9.5044432522213,0.0,13.514880592526831,M. McGuinness,55.0,Watford
768,769,391.0,47.0,33.0,27,15.645000000000001,26.792,47.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.71'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '5.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 57, 215]",True,368493.0,5.565,31.484,,,,,,,,,,,47.55,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,0.0,0.0,155.0391433230129,M. Pollock,55.0,Watford
769,770,392.0,47.0,35.0,27,5.25,32.980000000000004,47.0,FirstHalf,KeeperPickup,Successful,[],[93],False,141468.0,,,,,,,,,,,,,47.583333333333336,,,,,,,,,,,Watford,Luton,1.0,Daniel Bachmann,GK,True,0.0,0.0,,D. Bachmann,55.0,Watford
770,771,393.0,47.0,38.0,27,16.17,30.736000000000004,47.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.61'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.0'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.7'}]","[91, 36, 38, 216, 218]",True,141468.0,39.58500000000001,12.036,,,,,,,,,,,47.63333333333333,,,,,,,,,,,Watford,Luton,1.0,Daniel Bachmann,GK,True,19.88603707894123,0.0,-38.61203067703595,D. Bachmann,55.0,Watford
771,772,379.0,47.0,42.0,95,84.21000000000001,51.476000000000006,47.0,FirstHalf,BallRecovery,Successful,[],[93],False,365244.0,,,,,,,,,,,,,47.7,,,,,,,,,,,Luton,Watford,14.0,Tahith Chong,AMC,True,0.0,0.0,,T. Chong,56.0,Luton
772,773,380.0,47.0,42.0,95,77.91000000000001,51.204,47.0,FirstHalf,TakeOn,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '394'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 54]",True,365244.0,,,,,,,,,,,,,47.7,,,,,,,,,,,Luton,Watford,14.0,Tahith Chong,AMC,True,0.0,0.0,,T. Chong,56.0,Luton
773,774,394.0,47.0,42.0,27,27.090000000000003,16.796,47.0,FirstHalf,Challenge,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '380'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[55],False,368493.0,,,,,,,,,,,,,47.7,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,0.0,0.0,,M. Pollock,56.0,Luton
774,775,381.0,47.0,43.0,95,86.415,47.940000000000005,47.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.01'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,365244.0,101.745,48.144,,,,,,,,,,,47.71666666666667,,,,9.0,5.0,11.0,5.0,0.02855202,0.06442595,0.03587393,Luton,Watford,14.0,Tahith Chong,AMC,True,8.71829060593844,0.0,0.7624037286319811,T. Chong,56.0,Luton
775,776,382.0,47.0,47.0,95,101.115,46.444,47.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.63'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '95.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.5'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '395'}]","[91, 120, 29, 35, 38, 217, 218]",True,263188.0,100.48500000000001,39.1,,,,,,,,,,,47.78333333333333,,,,,,,,,,,Luton,Watford,9.0,Carlton Morris,FW,True,6.224943646088705,0.0,-94.90307547634033,C. Morris,56.0,Luton
776,777,395.0,47.0,47.0,27,3.9899999999999998,23.052,47.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '382'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,23547.0,,,,,,,,,,,,,47.78333333333333,,,,,,,,,,,Watford,Luton,21.0,Angelo Ogbonna,DC,True,0.0,0.0,,A. Ogbonna,56.0,Luton
777,778,383.0,47.0,48.0,95,101.42999999999999,44.744,47.0,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '396'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,263188.0,,,,,,,,,,,,,47.8,,,,,,,,,,,Luton,Watford,9.0,Carlton Morris,FW,True,0.0,0.0,,C. Morris,56.0,Luton
778,779,396.0,47.0,48.0,27,3.57,23.256000000000004,47.0,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '383'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,23547.0,,,,,,,,,,,,,47.8,,,,,,,,,,,Watford,Luton,21.0,Angelo Ogbonna,DC,True,0.0,0.0,,A. Ogbonna,56.0,Luton
779,780,384.0,48.0,26.0,95,104.47500000000001,67.66000000000001,48.0,FirstHalf,Pass,Successful,"[{'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.2'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.41'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '15'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.7'}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 123, 138, 124, 125, 31, 32, 34, 39, 41, 42, 35, 38, 217, 218]",True,362246.0,93.55499999999999,33.11600000000001,,,,,,,,,,,48.43333333333333,,,,,,,,,,,Luton,Watford,45.0,Alfie Doughty,ML,True,22.185005144793468,0.0,-107.54271291225338,A. Doughty,56.0,Luton
780,781,387.0,48.0,28.0,95,92.4,32.776,48.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '397'}]","[197, 199]",False,403161.0,,,,,,,,,,,,,48.46666666666667,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,56.0,Luton
781,782,397.0,48.0,28.0,27,12.600000000000001,35.224000000000004,48.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '387'}]","[198, 200]",False,383814.0,,,,,,,,,,,,,48.46666666666667,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,56.0,Luton
782,783,385.0,48.0,28.0,95,93.55499999999999,33.11600000000001,48.0,FirstHalf,SavedShot,Successful,"[{'type': {'value': 328, 'displayName': 'FirstTouch'}}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '53.8'}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '19'}, {'type': {'value': 147, 'displayName': 'BlockedY'}, 'value': '49.5'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '398'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 76, 'displayName': 'LowLeft'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 146, 'displayName': 'BlockedX'}, 'value': '90.7'}, {'type': {'value': 82, 'displayName': 'Blocked'}}, {'type': {'value': 25, 'displayName': 'FromCorner'}}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '384'}]","[91, 10, 1, 5, 11, 14]",True,403161.0,,,90.7,49.5,19.0,36.584,True,384.0,362246.0,,,,48.46666666666667,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,56.0,Luton
783,784,398.0,48.0,28.0,27,3.2550000000000003,35.224000000000004,48.0,FirstHalf,Save,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '385'}, {'type': {'value': 94, 'displayName': 'OutfielderBlock'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 58]",True,383814.0,,,,,,,,,,,,,48.46666666666667,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,56.0,Luton
784,785,400.0,48.0,29.0,27,3.7800000000000002,38.556000000000004,48.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.94'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.2'}]","[91, 94, 95, 215]",True,145392.0,20.37,61.404,,,,,,,,,,,48.483333333333334,,,,,,,,,,,Watford,Luton,12.0,Ken Sema,DML,True,0.0,0.0,54.016488204818145,K. Sema,56.0,Luton
785,786,386.0,48.0,30.0,95,0.0,0.0,48.0,FirstHalf,End,Successful,[],[],False,,,,,,,,,,,,,,48.5,,,,,,,,,,,Luton,Watford,,nan,,,0.0,0.0,,nan,56.0,Luton
786,787,399.0,48.0,30.0,27,0.0,0.0,48.0,FirstHalf,End,Successful,[],[],False,,,,,,,,,,,,,,48.5,,,,,,,,,,,Watford,Luton,,nan,,,0.0,0.0,,nan,56.0,Luton
787,788,11214.0,26.0,,95,76.125,15.64,26.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,362145.0,,,,,,,,,,,,,,,,,,,,,,,,Luton,Watford,11.0,Elijah Adebayo,FW,True,0.0,0.0,,E. Adebayo,56.0,Luton
788,789,11227.0,27.0,,27,89.98500000000001,19.040000000000003,27.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,368493.0,,,,,,,,,,,,,,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,0.0,0.0,,M. Pollock,56.0,Luton
789,790,11232.0,31.0,,95,82.74,21.692,31.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,362145.0,,,,,,,,,,,,,,,,,,,,,,,,Luton,Watford,11.0,Elijah Adebayo,FW,True,0.0,0.0,,E. Adebayo,56.0,Luton
790,791,11322.0,39.0,,27,74.235,34.204,39.0,FirstHalf,OffsideGiven,Unsuccessful,[],[61],False,383814.0,,,,,,,,,,,,,,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,56.0,Luton
791,792,392.0,45.0,0.0,95,0.0,0.0,49.0,SecondHalf,SubstitutionOff,Successful,"[{'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '29'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Defender'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '393'}]",[214],False,354152.0,,,,,,,,393.0,411101.0,,,,48.5,,,,,,,,,,,Luton,Watford,29.0,Tom Holmes,DC,True,0.0,0.0,,T. Holmes,56.0,Luton
792,793,393.0,45.0,0.0,95,0.0,0.0,49.0,SecondHalf,SubstitutionOn,Successful,"[{'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '392'}, {'type': {'value': 145, 'displayName': 'FormationSlot'}, 'value': '4'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Defender'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '27'}]",[213],False,411101.0,,,,,,,,392.0,354152.0,,,,48.5,,,,,,,,,,,Luton,Watford,27.0,Daiki Hashioka,Sub,,0.0,0.0,,D. Hashioka,56.0,Luton
793,794,394.0,45.0,0.0,95,0.0,0.0,49.0,SecondHalf,Start,Successful,[],[],False,,,,,,,,,,,,,,48.5,,,,,,,,,,,Luton,Watford,,nan,,,0.0,0.0,,nan,56.0,Luton
794,795,403.0,45.0,0.0,27,0.0,0.0,49.0,SecondHalf,Start,Successful,[],[],False,,,,,,,,,,,,,,48.5,,,,,,,,,,,Watford,Luton,,nan,,,0.0,0.0,,nan,56.0,Luton
795,796,395.0,45.0,0.0,95,52.605000000000004,34.204,49.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.38'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.2'}]","[91, 117, 30, 35, 38, 215, 218]",True,365244.0,32.76,29.444,,,,,,,,,,,48.5,,,,6.0,4.0,3.0,3.0,0.01689528,0.01132376,-0.005571519999999998,Luton,Watford,14.0,Tahith Chong,AMC,True,-19.988128172277825,0.0,-166.51191074284148,T. Chong,57.0,Luton
796,797,395.5,45.0,1.0,95,32.76,29.444,49.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,403161.0,37.17,27.812,,,,,,396.0,,,,,48.516666666666666,,,,3.0,3.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,4.271850508351619,-20.307901967310734,M. McGuinness,57.0,Luton
797,798,396.0,45.0,2.0,95,37.17,27.812,49.0,SecondHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,403161.0,,,,,,,,,,,,,48.53333333333333,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,57.0,Luton
798,799,397.0,45.0,4.0,95,33.495,30.328000000000003,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.1'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.77'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.0'}]","[91, 120, 128, 36, 38, 217, 218]",True,64342.0,73.605,7.752000000000001,,,,,,,,,,,48.56666666666667,,,,,,,,,,,Luton,Watford,24.0,Thomas Kaminski,GK,True,30.67730221713454,0.0,-29.373078636360972,T. Kaminski,57.0,Luton
799,800,404.0,45.0,8.0,27,31.815,62.968,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.5'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.18'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}]","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,29595.0,45.78,61.540000000000006,,,,,,,,,,,48.63333333333333,,,,,,,,,,,Watford,Luton,17.0,Moussa Sissoko,MC,True,13.399035309106424,0.0,-5.838523364424365,M. Sissoko,57.0,Luton
800,801,398.0,45.0,9.0,95,63.21000000000001,9.520000000000001,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.22'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.7'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.0'}]","[91, 120, 29, 139, 36, 37, 217, 218]",True,33064.0,75.60000000000001,12.24,,,,,,,,,,,48.65,,,,,,,,,,,Luton,Watford,7.0,Victor Moses,MR,True,11.855428123997001,0.0,12.381832966508945,V. Moses,57.0,Luton
801,802,405.0,45.0,10.0,27,30.555000000000003,60.79200000000001,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '57.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.67'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 128, 36, 38, 217, 218]",True,29595.0,77.80499999999999,27.880000000000003,,,,,,,,,,,48.666666666666664,,,,,,,,,,,Watford,Luton,17.0,Moussa Sissoko,MC,True,51.244213773878755,0.0,-34.85915054554211,M. Sissoko,57.0,Luton
802,803,399.0,45.0,17.0,95,30.87,35.836000000000006,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '76.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.18'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '49.9'}]","[91, 120, 128, 36, 37, 217, 218]",True,64342.0,80.01,44.676,,,,,,,,,,,48.78333333333333,,,,,,,,,,,Luton,Watford,24.0,Thomas Kaminski,GK,True,46.977798195433834,0.0,10.198100845623395,T. Kaminski,57.0,Luton
803,804,406.0,45.0,20.0,27,29.505000000000003,16.252,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.47'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.4'}]","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,368493.0,40.11000000000001,5.032000000000001,,,,,,,,,,,48.833333333333336,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,6.490773952941112,0.0,-46.61409312034682,M. Pollock,57.0,Luton
804,805,400.0,45.0,23.0,95,66.15,60.79200000000001,49.0,SecondHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '407'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 63]",True,411101.0,,,,,,,,,,,,,48.88333333333333,,,,,,,,,,,Luton,Watford,27.0,Daiki Hashioka,Sub,,0.0,0.0,,D. Hashioka,57.0,Luton
805,806,407.0,45.0,23.0,27,38.85,7.208,49.0,SecondHalf,Foul,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '400'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[64],False,363718.0,,,,,,,,,,,,,48.88333333333333,,,,,,,,,,,Watford,Luton,39.0,Edo Kayembe,MC,True,0.0,0.0,,E. Kayembe,57.0,Luton
806,807,401.0,45.0,57.0,95,65.83500000000001,63.17200000000001,49.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.85'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 132, 36, 38, 216, 218]",True,362246.0,68.565,43.112,,,,,,,,,,,49.45,,,,7.0,7.0,7.0,5.0,0.0174506,0.01935132,0.0019007200000000016,Luton,Watford,45.0,Alfie Doughty,ML,True,11.278339971742803,0.0,-82.25012951088047,A. Doughty,57.0,Luton
807,808,402.0,45.0,58.0,95,68.565,43.112,49.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.59'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.4'}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,367182.0,96.17999999999999,19.992,,,,,,,,,,,49.46666666666667,,,,,,,,,,,Luton,Watford,8.0,Tom Krauss,MC,True,21.003684077389927,0.0,-39.93695049791928,T. Krauss,57.0,Luton
808,809,410.0,46.0,1.0,27,9.240000000000002,49.232000000000006,50.0,SecondHalf,Aerial,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '403'}]","[197, 200]",False,383814.0,,,,,,,,,,,,,49.516666666666666,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,57.0,Luton
809,810,403.0,46.0,1.0,95,95.76,18.768,50.0,SecondHalf,Aerial,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '410'}]","[198, 199]",False,403161.0,,,,,,,,,,,,,49.516666666666666,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,57.0,Luton
810,811,408.0,46.0,2.0,27,10.290000000000001,49.028,50.0,SecondHalf,Clearance,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.24'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}]","[91, 94, 95, 57, 215]",True,383814.0,0.0,62.83200000000001,,,,,,,,,,,49.53333333333333,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,126.70217588858178,V. Bayo,57.0,Luton
811,812,404.0,46.0,4.0,95,102.27000000000001,10.744000000000002,50.0,SecondHalf,CornerAwarded,Successful,"[{'type': {'value': 75, 'displayName': 'MissRight'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '409'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",[122],False,403161.0,,,,,,,,,,,,,49.56666666666667,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,57.0,Luton
812,813,409.0,46.0,4.0,27,2.7300000000000004,57.25600000000001,50.0,SecondHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '404'}]",[122],False,383814.0,,,,,,,,,,,,,49.56666666666667,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,57.0,Luton
